replica_number;seed;S;M;specialization;Spebefore;Speafter;nestedness;t_max;K;Resources.given;dilution;l_sum;nb_coexisting_species;coexisting_species;final_abundances
6;3134450455;200;80;0.85;0.750590857;0.736451781;0;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;7989.728286;53;[2, 5, 6, 8, 10, 11, 13, 17, 19, 23, 33, 43, 58, 62, 63, 64, 65, 68, 70, 78, 79, 81, 89, 95, 99, 101, 105, 116, 119, 122, 123, 125, 135, 138, 139, 145, 147, 149, 150, 155, 159, 164, 172, 173, 174, 177, 180, 183, 184, 188, 189, 196, 198];[4.209165480643858, 4.888827764425335, 1.9274572843918565, 1.142013471392309, 6.669285515205512, 3.016884924639394, 1.0412083355422381, 2.3437906771933052, 2.0853406350083543, 7.284978998480954, 8.441073592039418, 4.822714021085826, 11.920465895939378, 4.8298422205896845, 3.524631783144525, 5.3016437468566835, 6.277657713489454, 11.440679366872356, 13.203730543106184, 0.2864478494027028, 3.1444881899045534, 5.459869674696161, 3.948834542112125, 6.0488180248394094, 1.1306206170519115, 4.764501346260456, 5.701108880085989, 0.9693266100430109, 5.731689591225207, 4.497345572649975, 3.318748610970172, 3.356532412484405, 2.850718624551789, 2.676958036341842, 4.656653374162137, 0.7278046026528217, 10.046353168530736, 2.312987665480541, 2.2031324846132856, 7.663500917253845, 1.0373069936873596, 1.2143830275670189, 8.406942818639584, 5.42104640450536, 11.272542828977258, 2.155103498172677, 4.342694380747979, 0.7622090350312141, 11.607742363404784, 5.707249156138597, 1.8375717924412491, 5.395569263689262, 1.605109876616871]
7;2767726828;200;80;0.85;0.759632274;0.758143533;0;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;8008.545762;51;[1, 2, 5, 6, 13, 23, 34, 39, 44, 46, 47, 49, 50, 52, 61, 63, 72, 77, 78, 81, 82, 86, 90, 93, 106, 108, 109, 113, 117, 122, 125, 133, 139, 146, 147, 151, 152, 153, 154, 155, 158, 164, 175, 177, 179, 182, 185, 187, 189, 193, 194];[8.892389123108385, 4.10894783677273, 4.393558244698235, 2.408865490653362, 4.696136778508424, 11.175353545379174, 3.458454547681555, 8.785014989967255, 11.665289743075821, 0.6548296843834639, 1.853792739123965, 0.8222049481530628, 0.7844132204577959, 1.570559766063238, 2.975540738386422, 3.3933563017058477, 0.04113933052051653, 11.452282297712584, 9.108548995941657, 4.7562720047403655, 1.205850215367267, 9.606238000080957, 3.7645203617502463, 0.8373765054945222, 2.7934057389416243, 0.08050233088880936, 0.08094776719772435, 13.19334001882647, 2.0550792404693277, 4.006294549795091, 13.591222446692914, 6.1910863605975335, 4.084437400038726, 2.2545717626892467, 2.108270556440681, 0.5030150328853145, 0.6352716207521084, 6.787314452064546, 5.301022405112938, 6.790377917592494, 7.073394672862778, 3.1501549339655837, 4.81208710927127, 4.367203217899521, 1.5200701002959744, 6.984986697376013, 1.8473436535438892, 5.4583398244906824, 1.9810044572549934, 11.816659479809438, 2.3964781702233546]
8;2321714180;200;80;0.85;0.757605104;0.765648879;0;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;7966.968697;50;[1, 4, 7, 9, 10, 11, 20, 21, 31, 33, 42, 43, 44, 48, 59, 60, 67, 74, 81, 82, 88, 89, 90, 94, 106, 111, 112, 121, 122, 124, 126, 128, 131, 139, 142, 144, 151, 153, 162, 163, 171, 175, 177, 179, 180, 191, 194, 197, 198, 199];[6.1238424254929305, 5.363835519291136, 2.887366787026202, 6.186732196547446, 4.129465118331336, 3.0871629448553595, 8.644136465206955, 3.451210033035207, 3.448934583181733, 7.442321430802868, 4.954420956637391, 11.452801472434404, 4.403538391332762, 1.133673319311881, 2.5566366096826245, 8.402077638141886, 5.811218767294548, 6.158082895315464, 3.599812079974258, 4.444690846321516, 0.30886218831952145, 6.501178208981782, 8.51363161794617, 9.501483390327932, 9.744550362320256, 0.5264551998680104, 5.119965396538231, 0.2955273452018963, 2.965605218892819, 3.3375103363521115, 14.503101130670393, 17.156805647736075, 3.4423508220922616, 0.7128232045032371, 3.782556548319507, 2.685401734286062, 3.3422532259195044, 6.693745178277297, 0.5927736973486972, 13.07233779405253, 1.2092996238529958, 0.5271656667678297, 4.361525871728639, 7.7690105992710725, 2.0514014825460603, 0.9201613117942272, 8.889093482387883, 4.141328504677765, 2.7614392541726374, 0.48815850795853183]
9;1461356980;200;80;0.85;0.74576085;0.763680349;0;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;7952.696429;55;[0, 1, 2, 6, 15, 16, 26, 29, 31, 37, 40, 41, 48, 49, 53, 56, 62, 63, 64, 66, 69, 71, 72, 73, 76, 86, 92, 95, 96, 110, 111, 112, 113, 114, 119, 120, 124, 126, 128, 140, 147, 148, 150, 151, 153, 157, 159, 172, 175, 176, 177, 178, 180, 190, 191];[4.714017437905322, 2.572480588290501, 0.0890742462773966, 10.58204380303294, 1.484857260959466, 5.307135946176996, 7.099601879794384, 3.5746099508493425, 0.5430783487446623, 5.132920478064591, 6.341551239850233, 0.852130795306881, 4.924080514378527, 7.377550051356117, 0.1450365479279709, 1.8820545173603824, 0.3088535970784369, 7.736227585770511, 6.810851731677508, 6.16245310718522, 3.3482404249638664, 3.5768349549631853, 3.0377489300298466, 3.1554700430385396, 3.0680917759398176, 12.490389792074012, 0.42527624179299645, 6.809450027025828, 0.933991906959611, 2.485792370601257, 0.4553132324237471, 1.6979308868385938, 0.15232579516716344, 4.491050136045545, 5.029875830279331, 3.0919334703054977, 6.0766372913223154, 3.061211041394299, 1.0895964215929141, 9.512351273458837, 7.470908812172339, 1.5324996222809575, 0.6298649251828787, 6.799514378699751, 3.1147307243520848, 1.001271422316551, 13.996562891412706, 10.364430433136267, 0.38870867286682115, 10.14647449623974, 6.661071123887736, 8.863359194707924, 2.7860097197213105, 1.600137539052079, 0.8091289879260828]
0;4023947950;200;80;0.85;0.757070375;0.760413582;0.5;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;8001.521835;62;[9, 15, 17, 19, 26, 30, 32, 35, 36, 37, 38, 41, 50, 51, 53, 58, 61, 62, 65, 72, 81, 83, 87, 89, 94, 97, 100, 101, 103, 104, 105, 106, 107, 109, 111, 112, 113, 114, 126, 128, 131, 144, 145, 146, 149, 158, 161, 167, 168, 169, 170, 171, 172, 175, 182, 183, 186, 188, 191, 193, 195, 197];[9.129741625483755, 2.827821307922407, 1.1825734515647413, 10.274316482292805, 0.2725238466006925, 6.346290838020893, 0.44545673894617843, 1.5655557846326826, 5.300611019848248, 2.4023078956484905, 3.143550186515238, 8.578323533125221, 10.937251204694189, 3.6842908480464747, 9.081662370558677, 3.268154451078272, 5.75730402167768, 6.511582047647534, 3.990920488237692, 3.167092703474025, 7.826743427071752, 1.4094266620247633, 0.723542501474712, 1.8473386804430596, 4.797902042483802, 5.861563449342011, 2.982939317172029, 1.317347966249051, 0.4975464558985656, 2.92124763892398, 2.965008045000527, 3.9227838396928787, 4.0014454072707215, 4.321750060303317, 1.2819702275611646, 12.488734167866589, 6.501007865700956, 7.1273770224525945, 5.205035264754763, 2.051062646298747, 5.304017483754639, 0.5425793418324281, 3.201469375172097, 9.282932212210532, 15.313199395285782, 2.168679604569757, 11.287447949963573, 5.2929299086372135, 4.260863164849414, 3.497087714579852, 1.440404124646473, 2.5103970010556687, 1.897819552413003, 9.629497987426875, 5.005503573694224, 3.721997791588065, 5.251170234043584, 0.4984699927310958, 1.5810868900559196, 5.008937595073249, 0.5249405670418376, 0.0037183054464595775]
1;4236927207;200;80;0.85;0.753965213;0.772223358;0.5;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;8040.233993;54;[1, 4, 5, 6, 14, 22, 24, 25, 26, 37, 41, 45, 51, 54, 55, 58, 64, 65, 67, 70, 75, 78, 80, 90, 96, 99, 101, 102, 104, 105, 108, 109, 111, 116, 117, 118, 122, 129, 130, 131, 133, 136, 148, 150, 153, 154, 158, 162, 168, 174, 176, 190, 195, 196];[11.119225222427115, 0.44565398954451707, 6.62208540640081, 7.6604106123332025, 8.190608456389416, 5.53569285892338, 8.390425229104512, 1.3218274016918565, 5.457715113609324, 6.156962429824785, 1.8283719228067852, 2.379027694564878, 3.5475978127258485, 0.6984983825462017, 2.078159167980242, 0.49520216214187646, 5.076951840006352, 11.278833093680051, 2.568150643714069, 4.041971815136965, 8.195306309881751, 7.246577706410791, 8.21832373515121, 4.715361384690041, 4.559878664274282, 12.796003032017891, 4.441601868243062, 6.767711330891648, 4.956302620099552, 0.6965073202059491, 13.845272220261794, 0.9431760735723613, 6.942141282089704, 2.1492565721470966, 1.7434661190587946, 0.46603913910857986, 7.356070487649725, 1.1859841786704453, 9.355861558116736, 3.8593948016467254, 8.116435939587268, 5.932362526508512, 1.1608780116323958, 4.9682492980676445, 7.151758091920424, 4.4344167167572115, 1.2335077828075538, 0.641710590263985, 7.577749318848341, 0.6452803290700829, 17.331833469550638, 4.352093634930161, 2.57418134374276, 7.458545928498499]
2;3266293325;200;80;0.85;0.763637715;0.771616888;0.5;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;7987.05711;59;[1, 5, 8, 18, 24, 25, 28, 39, 45, 49, 51, 52, 56, 57, 66, 68, 69, 74, 76, 80, 81, 85, 87, 91, 93, 94, 96, 98, 99, 110, 112, 114, 115, 119, 120, 125, 132, 134, 141, 146, 151, 152, 153, 154, 155, 157, 159, 162, 165, 168, 171, 172, 174, 179, 180, 182, 186, 196, 197];[2.194307779147656, 0.6383465490700846, 5.080512265248948, 0.6607697298547028, 8.751229825553766, 5.624025710277044, 0.6814755564673302, 2.26700716838797, 6.454638964602525, 9.043246314650204, 6.245307476216529, 0.9331837816729376, 9.558185562357094, 6.759291625511785, 3.410383432142084, 0.9760787983490582, 6.864748639236182, 11.681161779609145, 3.5457712038149927, 3.3207491415131694, 1.804917714044545, 3.557161493940114, 4.345758221830799, 3.713251525072028, 4.087505699646887, 2.8418211137418528, 6.576116543846263, 6.900327648962791, 6.203261558109649, 0.6655598487613699, 4.7020693286132795, 0.4845712546748135, 3.7904633348990795, 3.6730517862007375, 1.703671761994696, 15.040745547381071, 0.6615381386375321, 8.749673472922932, 0.8639540517655308, 2.281469511055002, 9.443427507164914, 17.412981478156045, 3.771317814738028, 6.381841926895116, 6.582271027338895, 8.476404473878256, 2.706363930484475, 2.154031030244993, 0.025884411574365735, 1.5877597210303367, 13.734077376203176, 3.940650353490083, 0.4848225721055346, 3.667807456001447, 3.3396686293579636, 4.013476814587985, 2.084357900803504, 0.9209565857902668, 1.1538054866479244]
3;3361869351;200;80;0.85;0.756731522;0.780092473;0.5;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;7960.078974;59;[2, 7, 8, 9, 25, 28, 29, 30, 35, 37, 52, 55, 58, 60, 61, 67, 71, 73, 75, 78, 79, 84, 90, 91, 93, 94, 100, 101, 105, 106, 110, 116, 117, 118, 120, 121, 125, 127, 128, 129, 130, 135, 142, 152, 153, 155, 158, 160, 165, 167, 172, 188, 189, 190, 192, 193, 196, 198, 199];[4.7143480119339705, 4.523846189134416, 2.4787900895146264, 3.18620888887982, 2.115890678364553, 4.592576819449655, 2.8671071268875963, 0.4061179606671216, 6.1925307493420645, 6.395899211933471, 7.341430371531309, 6.269407526123774, 3.5038562377678795, 4.96366318560877, 8.786297691796408, 9.64395375511424, 6.696499419705214, 2.4597972093608376, 6.81251027845275, 3.507886720725109, 7.90387534476218, 2.7033043587336127, 2.410859040193249, 16.0948228223235, 3.70785195984301, 4.14741975552411, 3.407147776267806, 7.154602314794502, 7.175511186169098, 10.734495006516658, 0.35332250994341147, 4.0470610798163555, 2.7611027455524524, 5.535182863475042, 6.920980714368809, 1.7036449241555922, 0.74993709169329, 0.4109634088363421, 3.828612343360492, 3.325434803507408, 0.4726852463792913, 1.5118914735426638, 12.284594026457338, 0.8745127168627825, 7.7664846602135045, 19.770174840614587, 0.2693380713626561, 0.06446642547862248, 12.246938426386203, 1.510286031894016, 1.6615502827638673, 6.071909564968491, 0.4912882225548288, 6.394268582347325, 4.233553092599828, 1.2440969953374608, 2.2958412523833127, 3.788520591909113, 3.93986588014421]
4;1382752900;200;80;0.85;0.753186573;0.761612117;0.5;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;7990.369401;61;[2, 3, 7, 9, 10, 16, 21, 27, 28, 29, 30, 33, 38, 40, 47, 48, 53, 55, 65, 67, 70, 77, 78, 81, 83, 84, 95, 99, 107, 108, 109, 111, 115, 118, 121, 123, 128, 131, 132, 136, 137, 138, 139, 141, 148, 149, 150, 156, 158, 159, 166, 169, 170, 174, 175, 178, 180, 183, 187, 195, 199];[6.319062034451199, 0.5146815634709794, 4.836273829957331, 16.797787540253015, 5.933475115150817, 0.16321811701695643, 2.987676816104187, 3.142145801911756, 4.404135464163393, 14.389210424955639, 5.371753880281474, 10.864033407734606, 4.931150455625843, 3.6061409204405197, 3.2465453631703167, 0.5324933787797524, 2.925792148584918, 9.241698672000867, 3.360809195375566, 2.0087893558543106, 6.2901814359041355, 6.425632087877155, 1.35636198027109, 1.9590239048635103, 0.2658695597787404, 4.591226474064324, 4.378241263884803, 9.776210526578382, 11.235328596996085, 8.359477626967143, 5.9692056987207085, 1.5289079189483599, 3.3839419811665854, 2.9438510397170323, 4.67273628266456, 0.15717904894091916, 8.792528105701283, 4.988493775061088, 2.3329037503508676, 1.0367017219873473, 1.8256658506042356, 9.131173901111746, 0.7006420086826275, 13.973712810252104, 4.379058368322675, 2.1934498369909994, 8.207109603576864, 0.9839068904751903, 8.628891791355475, 3.812947515858388, 3.6037865831531506e-05, 4.6690265772509045, 0.8189476131508995, 3.3435738409242957, 0.7176009180855121, 9.50921988747621, 8.867421341192298, 3.1215538798849605, 3.0458057306683153, 3.648416412021437, 1.3763118077149321]
5;3107789715;200;80;0.85;0.756130482;0.769542718;0.5;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;8045.451907;55;[1, 2, 5, 8, 9, 13, 18, 19, 21, 26, 28, 31, 32, 35, 37, 38, 40, 49, 50, 53, 56, 57, 63, 66, 68, 80, 88, 92, 93, 94, 104, 106, 108, 111, 115, 117, 123, 124, 125, 127, 135, 138, 146, 163, 164, 165, 168, 176, 182, 185, 186, 188, 190, 196, 198];[9.85354964238547, 3.758749047649738, 5.78531829609145, 7.236093279735494, 2.2812514025447013, 3.9221314097381517, 4.445635993320554, 3.6571422825205824, 2.376282102241952, 8.245985249923633, 4.8200503732272955, 5.17392081739252, 8.624454284813902, 0.23739570238048557, 5.1667529960844405, 7.526653210450912, 3.864693537918714, 1.1058723556570318, 2.189371777308187, 0.23430551994337298, 2.1441232291960155, 7.741165890570826, 3.694530353905869, 2.3953906212469027, 1.8703649184362523, 1.3246880399848688, 3.3349997616674223, 0.16368233632002666, 7.909116087559297, 6.9750507874189935, 2.6070103837312866, 1.0696746393790464, 6.99827090610753, 3.556470662310983, 3.3437056452179994, 7.027111482381974, 1.8730046813070909, 0.0015926004274123752, 2.62803272630174, 1.9573908044313735, 1.7838414645973149, 1.0040533788055086, 9.573423730153433, 2.250073965215473, 6.465680881989492, 5.700717346925205, 1.0058476589607381, 4.88946349642322, 7.6559864518140754, 9.172331565042269, 4.048228311185699, 9.0537937814874, 3.6138488935118973, 7.554897844453571, 1.3134579387833223]
6;1308093671;200;80;0.85;0.760578076;0.787272115;0.5;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;8012.20648;55;[1, 4, 13, 14, 18, 20, 23, 24, 33, 34, 35, 40, 42, 45, 52, 53, 54, 62, 69, 70, 71, 72, 73, 76, 84, 86, 89, 90, 91, 101, 106, 118, 121, 127, 131, 133, 137, 139, 142, 144, 149, 152, 154, 156, 159, 161, 166, 167, 168, 173, 177, 178, 179, 183, 193];[11.628983162884609, 0.30847220944912984, 5.956581310411041, 3.1580874874562603, 0.7547633242301778, 3.6189499538727063, 4.529744823039011, 1.6059554168959973, 0.8676476045189873, 2.122317537687201, 3.2233205246052306, 4.906758174593072, 2.1578489437993604, 8.665018697499223, 8.05151143959569, 1.7019586840292433, 7.5394516961559335, 2.8281281301890377, 0.08401910000186809, 4.6709880684017095, 10.84843310318677, 19.03561151115605, 0.22171052442580952, 6.959282573719751, 10.958718236063062, 1.3850665338800232, 6.796464155413244, 0.9986826517429035, 0.334116070435927, 0.7496248576620197, 2.777114609486387, 1.405629004816186, 5.25841672392628, 10.247815909287892, 5.680296022981044, 7.199070007377755, 1.0490038314691266, 2.012610397528173, 2.9806873896648187, 9.019187872062147, 0.8706794890478877, 0.7074918163093967, 1.7886251169572194, 12.291525597696271, 3.9117167196543035, 5.706968009539707, 5.643573611657352, 2.414424652223768, 0.20708391107606408, 0.46669818519526063, 2.2095354233050166, 6.920478706146504, 3.875512628274734, 1.5039349659275487, 8.913781522741404]
7;2806640596;200;80;0.85;0.750363057;0.780258686;0.5;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;7955.581214;55;[4, 5, 6, 9, 11, 14, 15, 20, 21, 22, 29, 34, 36, 39, 41, 51, 55, 58, 64, 65, 67, 68, 70, 73, 81, 84, 85, 86, 91, 92, 96, 98, 100, 107, 120, 122, 139, 140, 147, 148, 152, 154, 155, 157, 158, 161, 162, 163, 166, 169, 176, 188, 192, 194, 199];[5.096337096356648, 0.47722536468290394, 0.5819387889446335, 10.869410443398488, 0.7801551610978755, 9.485571788412155, 1.6215800453612077, 2.176371423824874, 1.7699697656539657, 4.7033335023464655, 0.42073642706148123, 11.418921486122468, 1.3072908587185585, 6.931763408751485, 8.224093201542573, 14.73085929922881, 0.14456606585914428, 2.069127888537353, 13.172902687166724, 8.73334154788686, 13.826768172576955, 0.149821382273316, 0.0037462529592633045, 6.7686318515707145, 4.8286200534990185, 2.09922782735134, 9.581192621144067, 1.8683613168067723, 0.8359924030457087, 4.821164843941516, 0.8607343869615315, 2.1023382724568687, 5.971022374949409, 1.8933550433239412, 5.6500302259636666, 4.238291928300669, 1.7687493066206044, 7.505489684492884, 1.8471247304312652, 7.507703452028886, 1.1966041999753674, 9.863241632580399, 3.9797812155349908, 0.5905525762811414, 1.0649019947278884, 9.731696181454229, 1.8451060155480168, 2.0151092555866668, 3.8395266984848564, 12.583814833850955, 5.010538440440037, 9.316567153562076, 2.6604388135872066, 3.2035004261014626, 3.3411330448653436]
8;1542366987;200;80;0.85;0.757105215;0.75617605;0.5;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;7998.273894;59;[1, 5, 12, 17, 19, 30, 31, 35, 37, 38, 42, 43, 56, 57, 58, 60, 62, 64, 69, 71, 72, 73, 78, 84, 89, 91, 96, 97, 99, 108, 112, 114, 115, 118, 119, 122, 131, 136, 137, 138, 139, 142, 143, 144, 145, 146, 147, 155, 157, 160, 166, 171, 177, 181, 184, 185, 186, 197, 199];[0.5764293069004892, 3.568654129562049, 8.593178529436525, 1.5583999437325229, 5.521500488611532, 0.2757284519093658, 1.9496474405743283, 5.801893011141787, 2.5062350888459104, 11.3034620596238, 2.130230194949896, 4.83419799476315, 2.709186604329854, 0.8074727487504142, 0.9949222636099122, 1.8790453214702219, 0.23584524208515462, 13.73674417084328, 0.553494787167543, 8.259711737101467, 0.25306016152495153, 3.8427988064483745, 2.166516489804633, 6.7235434856064735, 3.734744689213491, 3.3544674128718244, 1.4920940162614964, 9.451174292489384, 7.812816043175062, 0.7328173257721331, 7.351425222845827, 0.07709952751402413, 7.889136808053613, 4.410716154122048, 6.044716531242219, 0.29018595092877303, 6.074690764169784, 5.14922728832488, 6.166106361132226, 4.739583043200484, 1.1743847583712352, 9.154868007782076, 1.930728659907737, 7.325203972021621, 6.9015772459639235, 0.2568663185168977, 5.452258993048873, 0.9332416354540641, 17.15251245512197, 1.3336759478608229, 0.5870425353401326, 0.2628066685688817, 4.703086210364446, 5.447808956955137, 1.7791144866834605, 2.829688948871251, 5.892550539921846, 2.1086558226837155, 5.043484519113133]
9;889390129;200;80;0.85;0.750805388;0.733754072;0.5;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;8026.230811;56;[2, 5, 7, 13, 17, 20, 22, 25, 26, 27, 29, 31, 40, 44, 45, 47, 51, 53, 54, 63, 69, 71, 77, 79, 82, 88, 95, 99, 100, 105, 107, 109, 111, 114, 116, 118, 121, 139, 141, 145, 147, 149, 150, 155, 157, 160, 170, 171, 173, 179, 185, 187, 191, 193, 196, 197];[0.173391675453128, 1.4531483874263955, 9.420858738911, 0.5430809529910197, 5.746719396329638, 2.1287718315386526, 9.006772582210077, 6.96143419101443, 3.7152237863398194, 1.1250439471038046e-05, 7.184629470216337, 0.60383475588935, 1.3403481506708046, 9.575074790726816, 0.8401442382472409, 2.504002012108648, 1.2466946745992165, 6.7668260741874375, 2.1469889331295366, 13.523825417260566, 6.0858166227436525, 0.1950396678114155, 2.549193465781135, 3.496361230669597, 2.514279807888169, 14.220368421795, 8.60058407089349, 17.36427470771211, 9.131875852935107, 3.9592079723577958, 8.500468866444141, 0.3621333413464924, 2.8516918923491525, 1.6381713494406678, 5.757773217912542, 4.543619575765017, 7.240226745300497, 1.235830743410438, 0.8550487518664165, 1.8741716510802389, 11.882517526747996, 5.01842023872678, 1.102742403161065, 1.1799138713232524, 5.39957499584708, 3.696904667641175, 7.038018157446257, 7.048524860002162, 7.288388515584307, 3.1585881492832972, 3.327072400174922, 8.66045921343995, 2.191069734659341, 0.2516527261945509, 2.7353474203526997, 2.5037617017767153]
